first_name,last_name,email,product_id,qty,amount,invoice_date,address,city,stock_code,job,unit_price,avg_price,cost_price,list_price,discount_pct,margin_pct,salesperson,invoice_delay
Ryan Singleton,Shannon Reynolds,dsanchez@example.org,142,3,28.94,29/08/1988,236 Elizabeth Cliffs Suite 421,Tylerfurt,63922400,Museum/gallery exhibitions officer,9.65,14.98,11.23,18.72,48.47,-14.12,Salesperson_03,0
Jay Young,Ryan Combs,vhanna@example.com,120,6,55.11,09/04/1978,5477 Ross Pass,Jonesmouth,29004171,"Designer, graphic",9.18,15.13,11.35,18.92,51.44,-19.07,Salesperson_13,6
Anna Hernandez,Selena Smith,lrivera@example.org,141,6,85.75,19/10/1985,995 Wright Corner Suite 260,Lake Tamara,90410284,"Producer, radio",14.29,18.41,13.81,23.01,37.89,3.51,Salesperson_03,0
Thomas Watkins,Tracy Booker,angelaclark@example.com,103,4,44.8,02/07/1976,9829 Clark Cliffs,Katherinebury,15850850,Colour technologist,11.2,19.73,14.8,24.67,54.6,-24.33,Salesperson_11,7
Jordan Strickland,Katrina Garcia DDS,calebthomas@example.net,119,6,69.42,20/07/1985,47371 Paul Junctions Suite 886,North Jennifer,58328323,Furniture designer,11.57,17.65,13.24,22.06,47.56,-12.6,Salesperson_02,0
Leah Williams,Dana Sanchez,claire64@example.net,129,2,80.64,05/07/2015,7982 Sheryl Gateway,South Megan,31149679,Learning disability nurse,40.32,16.88,12.66,21.1,91.09,218.48,Salesperson_15,0
Elizabeth Love,Debbie Meyer,sarah82@example.org,102,8,61.4,28/09/1972,25030 Michael Lodge Apt. 096,Ruizfurt,81661640,English as a second language teacher,7.68,16.85,12.64,21.07,63.57,-39.28,Salesperson_13,2
Kim Russell,Kari Miller,joshuakeller@example.org,125,3,97.9,27/02/1988,76611 Erin Valleys,Port Katherine,48965453,Soil scientist,32.63,13.77,10.33,17.21,89.59,215.98,Salesperson_19,5
George Weaver,Lauren Tanner,sanchezjuan@example.com,199,1,83.75,20/06/2014,2702 Alexander Shore,Mortonchester,44599928,Automotive engineer,83.75,16.5,12.37,20.62,306.09,576.82,Salesperson_16,0
Cameron Vega,John Miller,feliciahernandez@example.net,180,1,95.76,24/06/2001,161 Sarah Trace,East Ryan,30955547,"Teacher, English as a foreign language",95.76,15.31,11.48,19.14,400.34,733.9,Salesperson_18,0
Ryan Guerrero,Amy Meyers,pattersonrichard@example.com,117,5,63.4,13/12/1998,808 Morgan Inlet,South Dana,45004940,Senior tax professional/tax inspector,12.68,14.98,11.23,18.72,32.27,12.88,Salesperson_07,0
Kathy Wilson,Todd Harris,stuartcynthia@example.org,149,2,80.48,10/03/1978,1839 Susan Plaza Suite 351,Lake Seanfort,3555187,"Horticulturist, commercial",40.24,16.71,12.53,20.88,92.67,221.12,Salesperson_13,6
Wendy Elliott,Nicolas Wolf,lhancock@example.com,199,9,31.23,24/03/2004,1177 Shelly Avenue,East Natashashire,5765324,Applications developer,3.47,16.5,12.37,20.62,83.17,-71.96,Salesperson_04,4
Diane Arellano,Donald Chandler,kreid@example.org,150,5,46.2,17/11/1973,49828 Meyer Estates Suite 953,Dariusmouth,34855416,Video editor,9.24,14.05,10.54,17.57,47.4,-12.33,Salesperson_09,1
Daniel Decker,Brian Torres,william71@example.org,107,4,13.27,19/08/1989,307 Charles Harbors,Ashleebury,36831265,Fast food restaurant manager,3.32,14.9,11.17,18.62,82.18,-70.3,Salesperson_10,3
Andrea Gordon,Valerie Brown,qgray@example.com,165,5,22.44,15/08/1989,7682 Robert Islands,North Karashire,34089989,Immigration officer,4.49,17.56,13.17,21.95,79.55,-65.92,Salesperson_09,10
James Gardner,Jacob Jackson,qjackson@example.net,132,9,21.46,01/08/1973,905 Sarah Fork Apt. 345,Mooreville,23916388,Medical secretary,2.38,16.57,12.42,20.71,88.49,-80.81,Salesperson_07,0
Kathy Powell,Angela Scott,ecooper@example.org,151,3,9.46,07/01/2009,563 Gregory Heights Apt. 082,North Sherry,96206157,Public librarian,3.15,13.51,10.13,16.89,81.33,-68.88,Salesperson_15,9
Robert Sanders,Jason Moore,michaelhutchinson@example.org,180,4,13.04,07/08/1981,9628 Smith Fort Apt. 741,Comptonville,16432291,"Conservation officer, nature",3.26,15.31,11.48,19.14,82.97,-71.61,Salesperson_08,6
Crystal Gillespie,Jade Long,tpearson@example.org,113,2,92.56,05/01/2006,413 Black Port,Dawnshire,49279979,Energy manager,46.28,23.45,17.59,29.32,57.86,163.11,Salesperson_19,0
Jason Houston,Kelly Ramsey,kingkim@example.net,171,1,93.76,21/10/1993,1339 Watson Trail Apt. 388,Port Brian,12706853,Retail banker,93.76,17.95,13.46,22.43,317.98,596.64,Salesperson_11,0
Terry Luna,Tara Lambert,kathryn04@example.net,113,6,41.61,18/06/2002,243 Sally Brook Suite 668,East Whitneyshire,78408081,Air cabin crew,6.94,23.45,17.59,29.32,76.34,-60.57,Salesperson_05,0
Robert Herrera,Ryan Young,vargasbrandon@example.org,140,6,16.31,07/07/1972,25892 Hooper Squares Suite 203,Lake Ericport,75747084,Museum/gallery curator,2.72,15.45,11.59,19.31,85.92,-76.54,Salesperson_02,0
Destiny Smith,Mary Green,christopherjohnson@example.net,191,5,89.72,24/07/2012,6803 Davidson Locks,Port Michaelville,64446097,"Horticulturist, amenity",17.94,19.0,14.25,23.74,24.43,25.95,Salesperson_10,2
Priscilla Sims,Anthony Lopez,yvonnemoody@example.net,116,3,5.72,07/08/2006,6366 Rich Coves,New Jillianmouth,17092548,TEFL teacher,1.91,16.35,12.26,20.44,90.67,-84.45,Salesperson_16,9
Daniel Davis,Jennifer Mckee,qhenderson@example.net,108,6,83.85,12/08/1991,57931 Raymond Knolls Apt. 164,Harrisbury,43890217,Tour manager,13.98,15.47,11.6,19.34,27.74,20.43,Salesperson_13,4
Billy Robinson,Terry Richardson,nyoung@example.com,108,8,90.24,04/11/2019,11457 Timothy Bridge Apt. 555,North Scott,29786756,Toxicologist,11.28,15.47,11.6,19.34,41.67,-2.79,Salesperson_08,8
Dana Norris,Tyler Davis,daviseileen@example.net,133,9,98.79,19/05/2019,1451 Eric Island Apt. 947,Port Ericabury,86584067,"Pilot, airline",10.98,17.16,12.87,21.45,48.82,-14.7,Salesperson_09,10
Eric Hunter,Christian Moss,tammymcpherson@example.org,140,7,72.16,07/01/2000,46053 David Unions Apt. 682,Vickieland,53653345,Jewellery designer,10.31,15.45,11.59,19.31,46.62,-11.03,Salesperson_11,7
Richard Goodwin,Richard Lee,mmurphy@example.net,189,2,36.12,08/06/1996,640 Brown Trafficway Suite 511,Alanport,27388679,Industrial buyer,18.06,16.55,12.42,20.69,12.72,45.47,Salesperson_11,0
Benjamin Chambers,Anthony Roberson,nfrazier@example.net,119,9,47.67,15/03/2016,50697 Middleton Islands Apt. 942,North Stephanieton,970075,Armed forces technical officer,5.3,17.65,13.24,22.06,75.99,-59.99,Salesperson_16,0
Michael White,Christopher Keller,amywalls@example.net,181,2,63.01,03/11/1975,2286 Diana Locks,East Dakota,86665384,Commissioning editor,31.5,14.12,10.59,17.65,78.46,197.44,Salesperson_10,3
Kimberly Warner,Nathan Sims,hutchinsonerika@example.org,143,2,46.06,10/04/2006,32842 Collier Port Apt. 427,Ericstad,46974471,Editorial assistant,23.03,15.28,11.46,19.1,20.59,100.98,Salesperson_12,0
James Smith,Stephen Jones,brandi90@example.org,168,4,47.23,11/10/1993,0939 Jones Fort,Lake Blakemouth,65167533,Careers information officer,11.81,15.87,11.9,19.84,40.47,-0.79,Salesperson_06,0
Jeremy Donaldson,Sarah Norman,marc37@example.net,108,9,88.94,31/07/2006,1841 Zachary Mountain Apt. 211,Jillianborough,95846125,"Surveyor, building control",9.88,15.47,11.6,19.34,48.9,-14.84,Salesperson_12,8
Robert Graves,Steven Williams,adam58@example.com,146,6,43.43,31/12/2013,48718 Brandon Springs Apt. 043,South Charles,60264466,Oncologist,7.24,16.25,12.19,20.32,64.37,-40.62,Salesperson_10,4
Gregory James,Molly Sanchez,nicholas14@example.net,178,1,85.98,29/01/1996,15865 Amanda Pine Apt. 233,South Kevinview,26418612,Maintenance engineer,85.98,16.08,12.06,20.09,327.89,613.15,Salesperson_18,0
Courtney Webb,Terry Patrick,browncindy@example.net,124,3,23.48,15/02/2017,177 Logan Mountain Suite 374,Isaiahside,94596380,Fine artist,7.83,15.0,11.25,18.75,58.26,-30.43,Salesperson_18,2
James Hahn,Jennifer Roberts,kennethbailey@example.net,183,3,76.1,19/04/1974,15393 Christopher Cliffs,Andersonburgh,83918353,Corporate treasurer,25.37,19.63,14.73,24.54,3.36,72.27,Salesperson_04,5
Louis Schultz,Jose Hart,villanuevadeborah@example.org,175,9,12.17,09/11/1980,422 Mendoza Mountain Apt. 816,North Nicholas,87881035,Media planner,1.35,16.79,12.59,20.98,93.56,-89.26,Salesperson_09,0
Stephanie Thompson,Andrea Ballard,keithrodgers@example.org,164,9,82.9,20/11/1995,8891 Black Turnpike,North Danielleside,72015018,Surgeon,9.21,12.98,9.74,16.23,43.25,-5.42,Salesperson_07,0
Todd Freeman,Adam Jensen,xwebb@example.org,198,5,65.22,26/12/1997,247 Lee Villages,Lake Jermaine,78929395,Theatre director,13.04,16.24,12.18,20.3,35.75,7.08,Salesperson_18,1
Jacqueline Miller,Jason Mathis,mccallzachary@example.org,143,7,9.65,09/09/1981,54369 Bowman Causeway Suite 337,South Monica,65950319,"Therapist, drama",1.38,15.28,11.46,19.1,92.78,-87.97,Salesperson_08,0
Charles Tucker,Troy Caldwell,phammiranda@example.net,138,1,34.8,16/09/1997,37815 Kyle Falls Suite 986,New Patriciaburgh,98008490,Government social research officer,34.8,16.97,12.73,21.21,64.05,173.41,Salesperson_11,0
Cathy Mahoney,Eileen Fisher,nathan20@example.net,168,4,41.74,02/05/2012,36023 Moore Forges,East Michael,67778720,Chief Operating Officer,10.44,15.87,11.9,19.84,47.39,-12.32,Salesperson_07,8
Brandi Morris,Casey Peterson,mia08@example.com,170,8,36.17,18/11/1992,863 Whitney Burgs,Port Gabriellastad,92882522,Comptroller,4.52,20.26,15.19,25.32,82.14,-70.24,Salesperson_09,8
Kara Perez,Dawn Peterson,caroltaylor@example.net,140,4,65.95,28/02/1986,9489 Joseph Spur,Danielletown,45991165,Photographer,16.49,15.45,11.59,19.31,14.62,42.3,Salesperson_08,0
Heidi Martinez,Eileen Ramsey,ortegadenise@example.net,146,9,83.74,16/08/2016,5504 Thomas Crossroad Suite 864,Port Kevinfort,74649150,Archivist,9.3,16.25,12.19,20.32,54.2,-23.67,Salesperson_03,0
Ashley Diaz,Melissa Bell,michelleandrade@example.net,196,2,62.11,09/06/2004,2001 Cruz Junction Suite 650,Stephenshire,24422246,Pathologist,31.06,18.05,13.54,22.56,37.63,129.38,Salesperson_17,0
Brandy Campbell,Whitney Johnson,laura24@example.com,143,5,89.91,25/07/1988,9064 Cook Dam Suite 552,Sharontown,73976875,Systems developer,17.98,15.28,11.46,19.1,5.84,56.93,Salesperson_02,3
Crystal Bautista,Spencer Maldonado,ablankenship@example.com,161,1,15.3,08/12/1981,4079 Johnson Passage Apt. 283,Mezaberg,43282319,Records manager,15.3,16.85,12.64,21.06,27.35,21.08,Salesperson_15,0
Cheryl Hernandez,Kirk Rogers,zsmith@example.org,158,6,64.22,04/03/1973,79231 Brian Union Apt. 522,New Jeffrey,38561382,"Programmer, multimedia",10.7,15.38,11.53,19.22,44.31,-7.19,Salesperson_14,1
Carol Brooks,Jennifer Thomas,gomezrebecca@example.com,134,6,46.55,22/04/1984,91925 Smith Overpass,East John,6823856,"Surveyor, building",7.76,16.85,12.64,21.06,63.16,-38.61,Salesperson_18,4
Shannon Bryant,Juan Green,josephmckinney@example.com,117,7,30.41,14/07/1999,57846 Thomas Springs Suite 899,South Marcia,87277630,Curator,4.34,14.98,11.23,18.72,76.8,-61.33,Salesperson_16,0
Whitney Allen,Kevin King,abraun@example.org,183,8,63.95,01/02/1999,38390 Fuller Springs Apt. 889,New Scottborough,72827246,Aid worker,7.99,19.63,14.73,24.54,67.43,-45.71,Salesperson_20,9
Cheryl Russell,Tina Freeman,rickylove@example.org,100,8,93.98,11/07/1970,0927 Elizabeth Expressway Suite 653,Thomasstad,55373227,Purchasing manager,11.75,15.52,11.64,19.4,39.45,0.92,Salesperson_04,9
Troy Young,Jeffrey Woods,holtshari@example.net,166,4,87.14,07/09/1988,7680 Joseph Keys,Gallowayport,28681700,Building surveyor,21.78,14.74,11.05,18.42,18.24,97.06,Salesperson_20,1
Matthew Rogers,Connor House,emilycampbell@example.net,159,1,28.78,25/04/1988,953 Matthew Gardens Suite 347,West Lori,59275329,Commissioning editor,28.78,15.54,11.66,19.43,48.13,146.88,Salesperson_06,0
Gregory Curtis,Melissa Adams,yhernandez@example.com,162,2,54.55,18/01/2004,7915 Samuel Rapids,Lake James,57472850,Sports development officer,27.28,17.92,13.44,22.4,21.74,102.9,Salesperson_06,7
Brian Shaw,Monica Thompson,christopherhall@example.com,106,1,15.71,15/04/2013,4690 Michael Mountains,Audreyland,39001900,"Biochemist, clinical",15.71,16.38,12.28,20.47,23.26,27.9,Salesperson_11,6
Katrina Price,Calvin Armstrong,matthew86@example.net,139,2,69.25,14/02/1971,62083 Acosta Ranch,South Molly,7034251,Occupational hygienist,34.62,17.26,12.94,21.57,60.51,167.51,Salesperson_17,7
Dennis Harris,Robert Bean,robert08@example.net,188,3,38.73,10/12/2014,9029 Walsh Lake,Danielsbury,61504646,Magazine features editor,12.91,13.15,9.86,16.44,21.47,30.88,Salesperson_03,0
Robin Valdez,Jonathan Lopez,michelle38@example.net,152,7,87.32,09/09/1976,946 Carolyn Junction,East Angela,63609417,Clinical molecular geneticist,12.47,17.02,12.77,21.28,41.38,-2.3,Salesperson_13,7
Jordan Mcclain,Mr. Alexander Gonzalez,gomezbrian@example.com,154,6,33.64,14/01/2011,473 Ford Stravenue Apt. 293,Rhondatown,16202214,Chartered management accountant,5.61,16.76,12.57,20.95,73.23,-55.39,Salesperson_03,0
Eric Lawrence,Matthew Klein,zscott@example.net,131,8,46.68,25/02/2016,4375 Lee Mills,Shellychester,61443822,Building control surveyor,5.84,14.09,10.57,17.61,66.87,-44.78,Salesperson_16,0
Jeffrey Cox,Timothy Hanson,wrightholly@example.com,141,7,83.93,05/07/2013,7560 Duran Village,Nicolefort,92011212,"Conservation officer, nature",11.99,18.41,13.81,23.01,47.89,-13.16,Salesperson_15,8
Anthony Peterson,Wesley Williamson,tammy08@example.net,113,1,83.1,07/10/2017,628 Anne Mount,New Lori,65394915,Equities trader,83.1,23.45,17.59,29.32,183.46,372.43,Salesperson_11,8
Donald Lamb,Megan Hamilton,reyeslindsay@example.com,103,9,60.23,17/08/1987,1485 Bean Drive Apt. 569,Prattstad,70547665,Printmaker,6.69,19.73,14.8,24.67,72.87,-54.78,Salesperson_18,10
Samuel Ramirez,Peter Jimenez,rsmith@example.net,143,9,88.32,02/10/2012,7446 Cole River,Josephfort,40204024,IT technical support officer,9.81,15.28,11.46,19.1,48.62,-14.36,Salesperson_15,2
Michelle Moore,Brian Wallace,gregory69@example.com,126,9,59.52,12/02/1981,71067 Maria Common,Lake Patriciachester,3233788,"Lecturer, higher education",6.61,17.3,12.98,21.63,69.42,-49.03,Salesperson_05,4
Mr. Keith Romero,Donna White,karen78@example.org,122,2,6.75,07/08/1987,9238 Todd Fort Suite 906,Lake Jamie,5683895,"Physicist, medical",3.38,18.09,13.57,22.61,85.07,-75.12,Salesperson_16,0
Randall Gray,Joshua Sims,nquinn@example.com,130,1,60.43,02/08/2016,0500 Christopher Court Apt. 318,Christianton,41037225,Insurance account manager,60.43,14.45,10.84,18.06,234.64,457.73,Salesperson_16,4
Riley Meyer,Diana Hoover,robinsonjeanette@example.net,131,6,17.03,30/11/2015,7890 Kimberly Gardens Apt. 480,New Teresastad,65473603,Careers adviser,2.84,14.09,10.57,17.61,83.88,-73.14,Salesperson_17,0
Brandon Williams,Michele Baker,kinglindsey@example.net,160,1,50.81,20/09/1977,1886 Margaret Point Suite 991,Michaelside,47547414,Mining engineer,50.81,15.37,11.53,19.21,164.5,340.83,Salesperson_09,0
Annette Dennis,Isaac Newman,nealbrian@example.net,154,5,94.98,24/09/1974,374 Hailey Parkways,Ellenville,25160697,Sales promotion account executive,19.0,16.76,12.57,20.95,9.31,51.14,Salesperson_03,10
Joanne Bender,Gregory Larsen,anthonylewis@example.org,107,1,26.85,18/12/1978,1828 Harris Knolls Apt. 851,Jessicatown,37559878,"Engineer, structural",26.85,14.9,11.17,18.62,44.21,140.34,Salesperson_20,8
Steven Ford,Bonnie Jones,james32@example.com,136,3,64.91,13/09/1993,902 Williams Plaza Apt. 574,West Alexander,59794974,Air cabin crew,21.64,12.66,9.49,15.82,36.76,127.94,Salesperson_13,3
Nicholas Bailey,Natalie Kemp,larsonjoe@example.org,197,5,54.97,21/06/2006,6334 Williams Groves,Hernandezton,23439368,Copy,10.99,14.8,11.1,18.5,40.58,-0.97,Salesperson_03,3
Brandon Richard,Paul Williams,sonyamartinez@example.com,153,7,41.57,27/07/2010,016 Lozano Mountains,Williamview,69250323,Marine scientist,5.94,13.85,10.39,17.32,65.71,-42.84,Salesperson_07,0
Dana Marshall,Philip Callahan,pjohnson@example.com,105,9,68.78,27/04/1986,343 Stevenson Ville Suite 518,New Tiffanyside,72893272,IT technical support officer,7.64,14.65,10.98,18.31,58.26,-30.43,Salesperson_06,0
Jacob Vega,Alisha Vasquez,martinezmegan@example.org,159,3,78.27,06/05/1978,6274 Ramirez Passage,Kimberlybury,50970698,General practice doctor,26.09,15.54,11.66,19.43,34.28,123.81,Salesperson_09,2
Brandon Williamson,Christopher Dominguez,qmiller@example.net,136,1,9.71,05/02/1975,173 April Wells Apt. 484,Lake Ryanside,43863556,Tax inspector,9.71,12.66,9.49,15.82,38.62,2.29,Salesperson_12,0
Lisa Carney,Amanda Hamilton,millsconnor@example.org,195,7,78.83,13/01/2007,8290 Johnson Pass,Justinville,74294053,Phytotherapist,11.26,15.89,11.91,19.86,43.29,-5.48,Salesperson_15,0
Brenda Rush,Joe Jones,alanbeasley@example.com,187,7,76.89,26/03/2014,1596 Barrera Gateway,Barrerastad,12547739,Glass blower/designer,10.98,16.36,12.27,20.45,46.3,-10.5,Salesperson_20,1
Megan Graves,Deanna Miller,vwashington@example.com,170,5,96.46,01/11/1989,66366 Cassandra Corners,Chadbury,29725489,Music therapist,19.29,20.26,15.19,25.32,23.81,26.99,Salesperson_03,0
Pamela Hughes,Christopher Molina,kenneth14@example.org,189,5,97.42,05/10/1975,7363 Munoz Park Apt. 211,Port Miranda,66168010,Recruitment consultant,19.48,16.55,12.42,20.69,5.84,56.93,Salesperson_10,0
Franklin Murphy,Olivia Myers,donalddavis@example.com,164,9,89.66,29/01/1991,8941 Terri Corner,East Alexanderland,86506144,IT trainer,9.96,12.98,9.74,16.23,38.62,2.3,Salesperson_01,8
Patricia Walker,Christopher Collier,josephharris@example.net,117,3,34.26,25/11/1994,07764 Brittany Club,New Roy,94323900,IT trainer,11.42,14.98,11.23,18.72,39.0,1.66,Salesperson_19,9
James Franklin,Duane Aguilar,kbrooks@example.net,123,9,58.71,08/06/1975,8519 Gloria Valley Suite 252,North Alexander,73114093,Prison officer,6.52,13.89,10.42,17.36,62.43,-37.39,Salesperson_19,9
Rebecca Sherman,Tyler Adams,benjaminflynn@example.org,194,9,5.37,28/08/2018,08165 Robinson Rest Suite 775,Brownburgh,7422140,Primary school teacher,0.6,15.7,11.77,19.62,96.96,-94.93,Salesperson_13,8
Brittany Carter,Chase Lynch,qsummers@example.org,173,2,86.7,25/02/1970,5349 Rodriguez Dale,Mercedesmouth,13154103,Herbalist,43.35,15.18,11.39,18.98,128.39,280.65,Salesperson_12,5
Ronald Meyer,Katie Robinson,erinclarke@example.com,115,8,7.48,20/11/2018,375 Benjamin Court,East Benjaminfort,5030217,"Surveyor, planning and development",0.94,13.27,9.95,16.59,94.36,-90.61,Salesperson_01,1
Alicia Martinez,Vanessa Ross,austindiane@example.org,137,1,12.33,09/01/2022,2872 Taylor Ways Suite 427,North Sherri,95312637,Systems analyst,12.33,15.36,11.52,19.21,35.8,7.0,Salesperson_19,9
Rose Martinez,Frank Brewer,dustinreyes@example.com,156,1,48.61,28/04/2017,3526 Petty Ridges,New Melanieburgh,6790530,Restaurant manager,48.61,16.07,12.06,20.09,141.94,303.23,Salesperson_16,0
Amy Bradford,Christopher Johnson,brandi25@example.net,138,1,39.42,13/08/2006,0765 Tanya Station Suite 601,New Patrick,76569081,Translator,39.42,16.97,12.73,21.21,85.83,209.71,Salesperson_15,0
Joshua Reyes,Alyssa Moore,deborahoconnor@example.net,175,9,31.64,31/05/2013,9944 Perry Course,Lake Brandon,17342995,Consulting civil engineer,3.52,16.79,12.59,20.98,83.24,-72.07,Salesperson_16,6
Rebecca Valdez,Kimberly Williamson,rodrigueztammy@example.com,163,3,61.53,27/10/2019,911 Stanley Squares Suite 559,West Whitneyborough,18555417,"Designer, television/film set",20.51,16.41,12.31,20.51,0.02,66.63,Salesperson_11,7
David Anderson,Gregory English,ogreene@example.net,175,3,52.99,20/11/2008,019 Gutierrez Burgs,Herreraview,36081929,"Engineer, control and instrumentation",17.66,16.79,12.59,20.98,15.82,40.31,Salesperson_06,8
Kevin Perez,Thomas Miller,patrick49@example.com,160,5,34.15,29/06/2016,33009 Nicole Plain Suite 544,South Amyhaven,15997289,Civil Service fast streamer,6.83,15.37,11.53,19.21,64.45,-40.74,Salesperson_11,5
Amy Hall,Sophia King,jacobdickson@example.org,125,7,89.27,05/04/1971,91695 Megan Inlet Suite 632,Donaldchester,1040388,Chartered legal executive (England and Wales),12.75,13.77,10.33,17.21,25.91,23.48,Salesperson_03,6
Nicole Sampson,Monica Raymond,jessica41@example.org,123,3,23.49,28/02/1992,695 Lisa Drive Apt. 009,New Nancy,39321725,Immunologist,7.83,13.89,10.42,17.36,54.91,-24.84,Salesperson_15,7
Richard Griffin,Jonathan Barrett,ushelton@example.org,169,3,13.22,26/11/1993,41182 Sheila Shores Apt. 510,Elizabethport,10077733,Chartered legal executive (England and Wales),4.41,16.73,12.55,20.91,78.92,-64.87,Salesperson_01,7
Jason Barnett,Paul Chen,ucunningham@example.com,147,2,44.91,08/03/1981,24515 Jennifer Ridge Apt. 250,West Dianemouth,61019102,Farm manager,22.46,19.34,14.5,24.17,7.11,54.82,Salesperson_07,0
April Gordon,Raymond Morgan Jr.,jared63@example.org,190,6,5.18,08/12/1978,0755 Young Drives,West Josephhaven,46527004,Interpreter,0.86,17.29,12.96,21.61,96.0,-93.34,Salesperson_01,2
